date,country,country_code,new_cases,new_deaths
2020-01-28,Algeria,DZA,0,0
2020-01-29,Algeria,DZA,0,0
2020-01-30,Algeria,DZA,0,0
2020-01-31,Algeria,DZA,0,0
2020-02-01,Algeria,DZA,0,0
2020-02-02,Algeria,DZA,0,0
2020-02-03,Algeria,DZA,0,0
2020-02-04,Algeria,DZA,0,0
2020-02-05,Algeria,DZA,0,0
2020-02-06,Algeria,DZA,0,0
2020-02-07,Algeria,DZA,0,0
2020-02-08,Algeria,DZA,0,0
2020-02-09,Algeria,DZA,0,0
2020-02-10,Algeria,DZA,0,0
2020-02-11,Algeria,DZA,0,0
2020-02-12,Algeria,DZA,0,0
2020-02-13,Algeria,DZA,0,0
2020-02-14,Algeria,DZA,0,0
2020-02-15,Algeria,DZA,0,0
2020-02-16,Algeria,DZA,0,0
2020-02-17,Algeria,DZA,0,0
2020-02-18,Algeria,DZA,0,0
2020-02-19,Algeria,DZA,0,0
2020-02-20,Algeria,DZA,0,0
2020-02-21,Algeria,DZA,0,0
2020-02-22,Algeria,DZA,0,0
2020-02-23,Algeria,DZA,0,0
2020-02-24,Algeria,DZA,0,0
2020-02-25,Algeria,DZA,0,0
2020-02-26,Algeria,DZA,1,0
2020-02-27,Algeria,DZA,0,0
2020-02-28,Algeria,DZA,0,0
2020-02-29,Algeria,DZA,0,0
2020-03-01,Algeria,DZA,2,0
2020-03-02,Algeria,DZA,0,0
2020-03-03,Algeria,NA,0,0
2020-03-04,Algeria,DZA,2,0
2020-03-05,Algeria,DZA,7,0
2020-03-06,Algeria,DZA,5,0
2020-03-07,Algeria,NA,0,0
2020-03-08,Algeria,NA,0,0
2020-03-09,Algeria,DZA,3,0
2020-03-10,Algeria,NA,0,0
2020-03-11,Algeria,NA,0,0
2020-03-12,Algeria,DZA,0,0
2020-03-13,Algeria,DZA,5,1
2020-03-14,Algeria,DZA,1,1
2020-03-15,Algeria,DZA,11,0
2020-03-16,Algeria,DZA,11,2
2020-03-17,Algeria,DZA,10,0
2020-03-18,Algeria,DZA,2,1
2020-03-19,Algeria,DZA,12,1
2020-03-20,Algeria,DZA,18,1
2020-03-21,Algeria,DZA,12,3
2020-03-22,Algeria,DZA,37,5
2020-03-23,Algeria,DZA,62,2
2020-03-24,Algeria,DZA,29,0
2020-03-25,Algeria,DZA,34,2
2020-03-26,Algeria,DZA,38,2
2020-03-27,Algeria,DZA,65,4
2020-03-28,Algeria,DZA,42,1
2020-03-29,Algeria,DZA,45,3
2020-03-30,Algeria,DZA,57,2
2020-03-31,Algeria,DZA,73,4
2020-04-01,Algeria,DZA,132,9
2020-04-02,Algeria,DZA,131,14
2020-04-03,Algeria,DZA,139,5
2020-04-04,Algeria,DZA,185,42
2020-04-05,Algeria,DZA,80,25
2020-04-06,Algeria,DZA,69,22
2020-04-07,Algeria,DZA,103,21
2020-04-08,Algeria,DZA,45,20
2020-04-09,Algeria,DZA,104,12
2020-04-10,Algeria,DZA,94,30
2020-04-11,Algeria,DZA,95,21
2020-04-12,Algeria,DZA,64,19
2020-04-13,Algeria,DZA,89,18
2020-04-14,Algeria,DZA,69,20
2020-04-15,Algeria,DZA,87,12
2020-04-16,Algeria,DZA,90,11
2020-04-17,Algeria,DZA,108,12
2020-04-18,Algeria,DZA,150,16
2020-04-19,Algeria,DZA,117,3
2020-04-20,Algeria,DZA,94,8
2020-04-21,Algeria,DZA,89,9
2020-04-22,Algeria,DZA,93,8
2020-03-03,Andorra,AND,1,0
2020-03-04,Andorra,NA,0,0
2020-03-05,Andorra,NA,0,0
2020-03-06,Andorra,NA,0,0
2020-03-07,Andorra,NA,0,0
2020-03-08,Andorra,NA,0,0
2020-03-09,Andorra,NA,0,0
2020-03-10,Andorra,NA,0,0
2020-03-11,Andorra,NA,0,0
2020-03-12,Andorra,NA,0,0
2020-03-13,Andorra,NA,0,0
2020-03-14,Andorra,AND,1,0
2020-03-15,Andorra,NA,0,0
2020-03-16,Andorra,AND,3,0
2020-03-17,Andorra,AND,9,0
2020-03-18,Andorra,AND,0,0
2020-03-19,Andorra,AND,39,0
2020-03-20,Andorra,AND,22,0
2020-03-21,Andorra,AND,0,0
2020-03-22,Andorra,AND,13,0
2020-03-23,Andorra,AND,25,0
2020-03-24,Andorra,AND,20,0
2020-03-25,Andorra,AND,31,0
2020-03-26,Andorra,AND,24,0
2020-03-27,Andorra,AND,36,3
2020-03-28,Andorra,AND,43,0
2020-03-29,Andorra,AND,41,1
2020-03-30,Andorra,AND,26,2
2020-03-31,Andorra,AND,36,2
2020-04-01,Andorra,AND,6,4
2020-04-02,Andorra,AND,14,2
2020-04-03,Andorra,AND,38,1
2020-04-04,Andorra,AND,11,1
2020-04-05,Andorra,AND,27,1
2020-04-06,Andorra,AND,35,1
2020-04-07,Andorra,AND,25,3
2020-04-08,Andorra,AND,19,1
2020-04-09,Andorra,AND,19,1
2020-04-10,Andorra,AND,19,2
2020-04-11,Andorra,AND,18,1
2020-04-12,Andorra,AND,21,2
2020-04-13,Andorra,AND,16,1
2020-04-14,Andorra,AND,8,0
2020-04-15,Andorra,AND,13,2
2020-04-16,Andorra,AND,14,2
2020-04-17,Andorra,AND,9,0
2020-04-18,Andorra,AND,14,2
2020-04-19,Andorra,AND,8,0
2020-04-20,Andorra,AND,9,1
2020-04-21,Andorra,AND,4,0
2020-04-22,Andorra,AND,0,1
2020-03-04,Argentina,ARG,1,0
2020-03-05,Argentina,NA,0,0
2020-03-06,Argentina,ARG,1,0
2020-03-07,Argentina,ARG,6,0
2020-03-08,Argentina,ARG,1,1
2020-03-09,Argentina,ARG,3,0
2020-03-10,Argentina,NA,0,0
2020-03-11,Argentina,ARG,7,0
2020-03-12,Argentina,NA,0,0
2020-03-13,Argentina,ARG,12,0
2020-03-14,Argentina,ARG,3,1
2020-03-15,Argentina,ARG,11,0
2020-03-16,Argentina,ARG,11,0
2020-03-17,Argentina,ARG,9,0
2020-03-18,Argentina,ARG,14,0
2020-03-19,Argentina,ARG,18,0
2020-03-20,Argentina,ARG,31,1
2020-03-21,Argentina,ARG,30,0
2020-03-22,Argentina,ARG,67,1
2020-03-23,Argentina,ARG,41,0
2020-03-24,Argentina,ARG,35,0
2020-03-25,Argentina,ARG,86,2
2020-03-26,Argentina,ARG,115,2
2020-03-27,Argentina,ARG,87,4
2020-03-28,Argentina,ARG,101,5
2020-03-29,Argentina,ARG,55,2
2020-03-30,Argentina,ARG,75,1
2020-03-31,Argentina,ARG,146,4
2020-04-01,Argentina,ARG,0,0
2020-04-02,Argentina,ARG,167,7
2020-04-03,Argentina,ARG,0,3
2020-04-04,Argentina,ARG,132,3
2020-04-05,Argentina,ARG,186,6
2020-04-06,Argentina,ARG,103,3
2020-04-07,Argentina,ARG,74,7
2020-04-08,Argentina,ARG,87,7
2020-04-09,Argentina,ARG,80,5
2020-04-10,Argentina,ARG,99,14
2020-04-11,Argentina,ARG,81,3
2020-04-12,Argentina,ARG,162,7
2020-04-13,Argentina,ARG,66,6
2020-04-14,Argentina,ARG,69,3
2020-04-15,Argentina,ARG,160,7
2020-04-16,Argentina,ARG,0,4
2020-04-17,Argentina,ARG,128,6
2020-04-18,Argentina,ARG,98,7
2020-04-19,Argentina,ARG,170,10
2020-04-20,Argentina,ARG,102,2
2020-04-21,Argentina,ARG,90,8
2020-04-22,Argentina,ARG,112,9
2019-12-31,Armenia,ARM,0,0
2020-01-01,Armenia,ARM,0,0
2020-01-02,Armenia,ARM,0,0
2020-01-03,Armenia,ARM,0,0
2020-01-04,Armenia,ARM,0,0
2020-01-05,Armenia,ARM,0,0
2020-01-06,Armenia,ARM,0,0
2020-01-07,Armenia,ARM,0,0
2020-01-08,Armenia,ARM,0,0
2020-01-09,Armenia,ARM,0,0
2020-01-10,Armenia,ARM,0,0
2020-01-11,Armenia,ARM,0,0
2020-01-12,Armenia,ARM,0,0
2020-01-13,Armenia,ARM,0,0
2020-01-14,Armenia,ARM,0,0
2020-01-15,Armenia,ARM,0,0
2020-01-16,Armenia,ARM,0,0
2020-01-17,Armenia,ARM,0,0
2020-01-18,Armenia,ARM,0,0
2020-01-19,Armenia,ARM,0,0
2020-01-20,Armenia,ARM,0,0
2020-01-21,Armenia,ARM,0,0
2020-01-22,Armenia,ARM,0,0
2020-01-23,Armenia,ARM,0,0
2020-01-24,Armenia,ARM,0,0
2020-01-25,Armenia,ARM,0,0
2020-01-26,Armenia,ARM,0,0
2020-01-27,Armenia,ARM,0,0
2020-01-28,Armenia,ARM,0,0
2020-01-29,Armenia,ARM,0,0
2020-01-30,Armenia,ARM,0,0
2020-01-31,Armenia,ARM,0,0
2020-02-01,Armenia,ARM,0,0
2020-02-02,Armenia,ARM,0,0
2020-02-03,Armenia,ARM,0,0
2020-02-04,Armenia,ARM,0,0
2020-02-05,Armenia,ARM,0,0
2020-02-06,Armenia,ARM,0,0
2020-02-07,Armenia,ARM,0,0
2020-02-08,Armenia,ARM,0,0
2020-02-09,Armenia,ARM,0,0
2020-02-10,Armenia,ARM,0,0
2020-02-11,Armenia,ARM,0,0
2020-02-12,Armenia,ARM,0,0
2020-02-13,Armenia,ARM,0,0
2020-02-14,Armenia,ARM,0,0
2020-02-15,Armenia,ARM,0,0
2020-02-16,Armenia,ARM,0,0
2020-02-17,Armenia,ARM,0,0
2020-02-18,Armenia,ARM,0,0
2020-02-19,Armenia,ARM,0,0
2020-02-20,Armenia,ARM,0,0
2020-02-21,Armenia,ARM,0,0
2020-02-22,Armenia,ARM,0,0
2020-02-23,Armenia,ARM,0,0
2020-02-24,Armenia,ARM,0,0
2020-02-25,Armenia,ARM,0,0
2020-02-26,Armenia,ARM,0,0
2020-02-27,Armenia,ARM,0,0
2020-02-28,Armenia,ARM,0,0
2020-02-29,Armenia,ARM,0,0
2020-03-01,Armenia,ARM,1,0
2020-03-02,Armenia,ARM,0,0
2020-03-03,Armenia,NA,0,0
2020-03-04,Armenia,NA,0,0
2020-03-05,Armenia,NA,0,0
2020-03-06,Armenia,NA,0,0
2020-03-07,Armenia,NA,0,0
2020-03-08,Armenia,NA,0,0
2020-03-09,Armenia,NA,0,0
2020-03-10,Armenia,NA,0,0
2020-03-11,Armenia,NA,0,0
2020-03-12,Armenia,ARM,3,0
2020-03-13,Armenia,ARM,2,0
2020-03-14,Armenia,ARM,7,0
2020-03-15,Armenia,ARM,7,0
2020-03-16,Armenia,ARM,10,0
2020-03-17,Armenia,ARM,22,0
2020-03-18,Armenia,ARM,26,0
2020-03-19,Armenia,ARM,37,0
2020-03-20,Armenia,ARM,7,0
2020-03-21,Armenia,ARM,14,0
2020-03-22,Armenia,ARM,24,0
2020-03-23,Armenia,ARM,30,0
2020-03-24,Armenia,ARM,4,0
2020-03-25,Armenia,ARM,71,0
2020-03-26,Armenia,ARM,25,0
2020-03-27,Armenia,ARM,39,1
2020-03-28,Armenia,ARM,43,0
2020-03-29,Armenia,ARM,52,2
2020-03-30,Armenia,ARM,0,0
2020-03-31,Armenia,ARM,58,0
2020-04-01,Armenia,ARM,50,0
2020-04-02,Armenia,ARM,39,0
2020-04-03,Armenia,ARM,92,1
2020-04-04,Armenia,ARM,73,3
2020-04-05,Armenia,ARM,34,0
2020-04-06,Armenia,ARM,52,0
2020-04-07,Armenia,ARM,11,1
2020-04-08,Armenia,ARM,20,0
2020-04-09,Armenia,ARM,28,1
2020-04-10,Armenia,ARM,40,1
2020-04-11,Armenia,ARM,16,1
2020-04-12,Armenia,ARM,30,2
2020-04-13,Armenia,ARM,46,0
2020-04-14,Armenia,ARM,26,1
2020-04-15,Armenia,ARM,72,3
2020-04-16,Armenia,ARM,48,1
2020-04-17,Armenia,ARM,42,1
2020-04-18,Armenia,ARM,47,1
2020-04-19,Armenia,ARM,43,0
2020-04-20,Armenia,ARM,48,2
2020-04-21,Armenia,ARM,62,2
2020-04-22,Armenia,ARM,72,0
2019-12-31,Australia,AUS,0,0
2020-01-01,Australia,AUS,0,0
2020-01-02,Australia,AUS,0,0
2020-01-03,Australia,AUS,0,0
2020-01-04,Australia,AUS,0,0
2020-01-05,Australia,AUS,0,0
2020-01-06,Australia,AUS,0,0
2020-01-07,Australia,AUS,0,0
2020-01-08,Australia,AUS,0,0
2020-01-09,Australia,AUS,0,0
2020-01-10,Australia,AUS,0,0
2020-01-11,Australia,AUS,0,0
2020-01-12,Australia,AUS,0,0
2020-01-13,Australia,AUS,0,0
2020-01-14,Australia,AUS,0,0
2020-01-15,Australia,AUS,0,0
2020-01-16,Australia,AUS,0,0
2020-01-17,Australia,AUS,0,0
2020-01-18,Australia,AUS,0,0
2020-01-19,Australia,AUS,0,0
2020-01-20,Australia,AUS,0,0
2020-01-21,Australia,AUS,0,0
2020-01-22,Australia,AUS,0,0
2020-01-23,Australia,AUS,0,0
2020-01-24,Australia,AUS,0,0
2020-01-25,Australia,AUS,1,0
2020-01-26,Australia,AUS,3,0
2020-01-27,Australia,AUS,0,0
2020-01-28,Australia,AUS,0,0
2020-01-29,Australia,AUS,0,0
2020-01-30,Australia,AUS,2,0
2020-01-31,Australia,AUS,1,0
2020-02-01,Australia,AUS,2,0
2020-02-02,Australia,AUS,2,0
2020-02-03,Australia,AUS,0,0
2020-02-04,Australia,AUS,0,0
2020-02-05,Australia,AUS,1,0
2020-02-06,Australia,AUS,1,0
2020-02-07,Australia,AUS,1,0
2020-02-08,Australia,AUS,0,0
2020-02-09,Australia,AUS,0,0
2020-02-10,Australia,AUS,0,0
2020-02-11,Australia,AUS,0,0
2020-02-12,Australia,AUS,0,0
2020-02-13,Australia,AUS,0,0
2020-02-14,Australia,AUS,1,0
2020-02-15,Australia,AUS,0,0
2020-02-16,Australia,AUS,0,0
2020-02-17,Australia,AUS,0,0
2020-02-18,Australia,AUS,0,0
2020-02-19,Australia,AUS,0,0
2020-02-20,Australia,AUS,0,0
2020-02-21,Australia,AUS,2,0
2020-02-22,Australia,AUS,4,0
2020-02-23,Australia,AUS,1,0
2020-02-24,Australia,AUS,0,0
2020-02-25,Australia,AUS,0,0
2020-02-26,Australia,AUS,0,0
2020-02-27,Australia,AUS,1,0
2020-02-28,Australia,AUS,0,0
2020-02-29,Australia,AUS,2,0
2020-03-01,Australia,AUS,1,1
2020-03-02,Australia,AUS,3,0
2020-03-03,Australia,AUS,4,0
2020-03-04,Australia,AUS,8,0
2020-03-05,Australia,AUS,11,1
2020-03-06,Australia,AUS,7,0
2020-03-07,Australia,AUS,4,0
2020-03-08,Australia,AUS,11,1
2020-03-09,Australia,AUS,6,0
2020-03-10,Australia,AUS,20,0
2020-03-11,Australia,AUS,12,0
2020-03-12,Australia,AUS,14,0
2020-03-13,Australia,AUS,30,0
2020-03-14,Australia,AUS,41,0
2020-03-15,Australia,AUS,52,0
2020-03-16,Australia,AUS,49,2
2020-03-17,Australia,AUS,77,0
2020-03-18,Australia,AUS,79,0
2020-03-19,Australia,AUS,111,1
2020-03-20,Australia,AUS,144,0
2020-03-21,Australia,AUS,165,1
2020-03-22,Australia,AUS,224,0
2020-03-23,Australia,AUS,611,0
2020-03-24,Australia,AUS,114,0
2020-03-25,Australia,AUS,600,1
2020-03-26,Australia,AUS,376,3
2020-03-27,Australia,AUS,367,2
2020-03-28,Australia,AUS,212,0
2020-03-29,Australia,AUS,431,1
2020-03-30,Australia,AUS,284,2
2020-03-31,Australia,AUS,464,3
2020-04-01,Australia,AUS,150,1
2020-04-02,Australia,AUS,269,1
2020-04-03,Australia,AUS,248,2
2020-04-04,Australia,AUS,324,7
2020-04-05,Australia,AUS,139,4
2020-04-06,Australia,AUS,57,2
2020-04-07,Australia,AUS,100,6
2020-04-08,Australia,AUS,112,3
2020-04-09,Australia,AUS,96,5
2020-04-10,Australia,AUS,100,2
2020-04-11,Australia,AUS,86,2
2020-04-12,Australia,AUS,51,3
2020-04-13,Australia,AUS,33,4
2020-04-14,Australia,AUS,44,0
2020-04-15,Australia,AUS,50,0
2020-04-16,Australia,AUS,42,2
2020-04-17,Australia,AUS,39,0
2020-04-18,Australia,AUS,36,4
2020-04-19,Australia,AUS,53,2
2020-04-20,Australia,AUS,26,1
2020-04-21,Australia,AUS,13,1
2020-04-22,Australia,AUS,22,3
2019-12-31,Austria,AUT,0,0
2020-01-01,Austria,AUT,0,0
2020-01-02,Austria,AUT,0,0
2020-01-03,Austria,AUT,0,0
2020-01-04,Austria,AUT,0,0
2020-01-05,Austria,AUT,0,0
2020-01-06,Austria,AUT,0,0
2020-01-07,Austria,AUT,0,0
2020-01-08,Austria,AUT,0,0
2020-01-09,Austria,AUT,0,0
2020-01-10,Austria,AUT,0,0
2020-01-11,Austria,AUT,0,0
2020-01-12,Austria,AUT,0,0
2020-01-13,Austria,AUT,0,0
2020-01-14,Austria,AUT,0,0
2020-01-15,Austria,AUT,0,0
2020-01-16,Austria,AUT,0,0
2020-01-17,Austria,AUT,0,0
2020-01-18,Austria,AUT,0,0
2020-01-19,Austria,AUT,0,0
2020-01-20,Austria,AUT,0,0
2020-01-21,Austria,AUT,0,0
2020-01-22,Austria,AUT,0,0
2020-01-23,Austria,AUT,0,0
2020-01-24,Austria,AUT,0,0
2020-01-25,Austria,AUT,0,0
2020-01-26,Austria,AUT,0,0
2020-01-27,Austria,AUT,0,0
2020-01-28,Austria,AUT,0,0
2020-01-29,Austria,AUT,0,0
2020-01-30,Austria,AUT,0,0
2020-01-31,Austria,AUT,0,0
2020-02-01,Austria,AUT,0,0
2020-02-02,Austria,AUT,0,0
2020-02-03,Austria,AUT,0,0
2020-02-04,Austria,AUT,0,0
2020-02-05,Austria,AUT,0,0
2020-02-06,Austria,AUT,0,0
2020-02-07,Austria,AUT,0,0
2020-02-08,Austria,AUT,0,0
2020-02-09,Austria,AUT,0,0
2020-02-10,Austria,AUT,0,0
2020-02-11,Austria,AUT,0,0
2020-02-12,Austria,AUT,0,0
2020-02-13,Austria,AUT,0,0
2020-02-14,Austria,AUT,0,0
2020-02-15,Austria,AUT,0,0
2020-02-16,Austria,AUT,0,0
2020-02-17,Austria,AUT,0,0
2020-02-18,Austria,AUT,0,0
2020-02-19,Austria,AUT,0,0
2020-02-20,Austria,AUT,0,0
2020-02-21,Austria,AUT,0,0
2020-02-22,Austria,AUT,0,0
2020-02-23,Austria,AUT,0,0
2020-02-24,Austria,AUT,0,0
2020-02-25,Austria,AUT,0,0
2020-02-26,Austria,AUT,2,0
2020-02-27,Austria,AUT,0,0
2020-02-28,Austria,AUT,3,0
2020-02-29,Austria,AUT,2,0
2020-03-01,Austria,AUT,3,0
2020-03-02,Austria,AUT,4,0
2020-03-03,Austria,AUT,4,0
2020-03-04,Austria,AUT,6,0
2020-03-05,Austria,AUT,5,0
2020-03-06,Austria,AUT,12,0
2020-03-07,Austria,AUT,33,0
2020-03-08,Austria,AUT,25,0
2020-03-09,Austria,AUT,3,0
2020-03-10,Austria,AUT,29,0
2020-03-11,Austria,AUT,51,0
2020-03-12,Austria,AUT,64,0
2020-03-13,Austria,AUT,115,1
2020-03-14,Austria,AUT,143,0
2020-03-15,Austria,AUT,151,0
2020-03-16,Austria,AUT,205,0
2020-03-17,Austria,AUT,156,2
2020-03-18,Austria,AUT,316,0
2020-03-19,Austria,AUT,314,1
2020-03-20,Austria,AUT,550,2
2020-03-21,Austria,AUT,453,0
2020-03-22,Austria,AUT,375,2
2020-03-23,Austria,AUT,607,8
2020-03-24,Austria,AUT,855,9
2020-03-25,Austria,AUT,796,5
2020-03-26,Austria,AUT,606,4
2020-03-27,Austria,AUT,1141,18
2020-03-28,Austria,AUT,668,16
2020-03-29,Austria,AUT,594,0
2020-03-30,Austria,AUT,522,18
2020-03-31,Austria,AUT,805,22
2020-04-01,Austria,AUT,564,20
2020-04-02,Austria,AUT,529,18
2020-04-03,Austria,AUT,418,12
2020-04-04,Austria,AUT,396,10
2020-04-05,Austria,AUT,241,18
2020-04-06,Austria,AUT,217,18
2020-04-07,Austria,AUT,314,16
2020-04-08,Austria,AUT,343,23
2020-04-09,Austria,AUT,329,30
